"Major","Style","Year","Genre","OwnSingles","OwnSinglesLagged","PortfolioSize","Performance","Diversification","Demand","IndieSingles","MajorSingles","Proliferation","Complexity"
"sony","rnb-swing",2005,"hip-hop",1,0,1,0,1,61.73,2,0,1,5.0520615369302
"universal","rnb-swing",2005,"hip-hop",4,1,17,0,0.0752,61.73,2,0,0,5.0520615369302
"warner","rnb-swing",2005,"hip-hop",0,0,7,0,0.14,61.73,2,0,1,5.0520615369302
"emi","rnb-swing",2005,"hip-hop",1,0,8,0,0.164444444444444,61.73,2,0,1,5.0520615369302
"sony","rnb-swing",2006,"hip-hop",3,1,7,0,0.0844444444444444,174.44,2,1,4,5.38625426442873
"universal","rnb-swing",2006,"hip-hop",4,4,31,15.77,0.0664036817882972,174.44,2,1,1,5.38625426442873
"warner","rnb-swing",2006,"hip-hop",0,0,8,0,0.140495867768595,174.44,2,2,4,5.38625426442873
"emi","rnb-swing",2006,"hip-hop",0,1,12,2.26,0.07,174.44,2,1,4,5.38625426442873
"sony","rnb-swing",2007,"hip-hop",0,3,10,16.52,0.1015625,183.73,2,0,4,5.04294023356128
"universal","rnb-swing",2007,"hip-hop",4,4,23,56.3,0.0991398822996831,183.73,2,0,3,5.04294023356128
"warner","rnb-swing",2007,"hip-hop",0,0,12,0,0.12962962962963,183.73,2,3,4,5.04294023356128
"emi","rnb-swing",2007,"hip-hop",0,0,14,0,0.0915576694411415,183.73,2,3,4,5.04294023356128
"sony","rnb-swing",2008,"hip-hop",1,0,5,0,0.135802469135802,52.88,0,0,4,4.38746491460631
"universal","rnb-swing",2008,"hip-hop",4,4,35,0,0.0687077251690993,52.88,0,0,0,4.38746491460631
"warner","rnb-swing",2008,"hip-hop",0,0,10,0,0.163265306122449,52.88,0,0,4,4.38746491460631
"emi","rnb-swing",2008,"hip-hop",0,0,8,0,0.125,52.88,0,0,4,4.38746491460631
"sony","rnb-swing",2009,"hip-hop",0,1,9,32.07,0.0987654320987654,121.93,3,0,4,5.19194494178393
"universal","rnb-swing",2009,"hip-hop",2,4,26,40.11,0.087962962962963,121.93,3,0,1,5.19194494178393
"warner","rnb-swing",2009,"hip-hop",0,0,7,0,0.0918367346938776,121.93,3,1,4,5.19194494178393
"emi","rnb-swing",2009,"hip-hop",0,0,13,0,0.1072,121.93,3,1,4,5.19194494178393
"sony","rnb-swing",2010,"hip-hop",1,0,6,0,0.222222222222222,69.82,1,0,2,4.48030497496738
"universal","rnb-swing",2010,"hip-hop",2,2,20,31.22,0.112426035502959,69.82,1,0,0,4.48030497496738
"warner","rnb-swing",2010,"hip-hop",0,0,4,0,0.135802469135802,69.82,1,0,2,4.48030497496738
"emi","rnb-swing",2010,"hip-hop",0,0,11,0,0.1640625,69.82,1,0,2,4.48030497496738
"sony","rnb-swing",2011,"hip-hop",0,1,4,3.45,0.12396694214876,32.93,1,0,2,4.76422754560309
"universal","rnb-swing",2011,"hip-hop",0,2,17,0,0.179584120982987,32.93,1,0,1,4.76422754560309
"warner","rnb-swing",2011,"hip-hop",0,0,11,0,0.137777777777778,32.93,1,1,2,4.76422754560309
"emi","rnb-swing",2011,"hip-hop",0,0,8,0,0.152777777777778,32.93,1,1,2,4.76422754560309
"sony","rnb-swing",2012,"hip-hop",0,0,9,0,0.0816326530612245,23.34,0,0,0,3.59198211408809
"universal","rnb-swing",2012,"hip-hop",0,0,22,0,0.150510204081633,23.34,0,0,0,3.59198211408809
"warner","rnb-swing",2012,"hip-hop",0,0,0,0,0,23.34,0,0,0,3.59198211408809
"sony","rnb-swing",2013,"hip-hop",0,0,2,0,0,0,0,0,0,3.59198211408809
"universal","rnb-swing",2013,"hip-hop",0,0,11,0,0.1171875,0,0,0,0,3.59198211408809
"warner","rnb-swing",2013,"hip-hop",0,0,5,0,0.140495867768595,0,0,0,0,3.59198211408809
"sony","rnb-swing",2014,"hip-hop",0,0,3,0,0.333333333333333,0,0,0,0,3.59198211408809
"universal","rnb-swing",2014,"hip-hop",0,0,6,0,0.111111111111111,0,0,0,0,3.59198211408809
"warner","rnb-swing",2014,"hip-hop",0,0,3,0,0.25,0,0,0,0,3.59198211408809
"sony","electro",2005,"hip-hop",1,0,1,0,1,0,2,2,4,5.09897214163082
"universal","electro",2005,"hip-hop",3,0,17,0,0.0752,0,2,2,4,5.09897214163082
"warner","electro",2005,"hip-hop",2,2,7,0,0.14,0,2,0,4,5.09897214163082
"emi","electro",2005,"hip-hop",2,4,8,0,0.164444444444444,0,2,0,2,5.09897214163082
"sony","electro",2006,"hip-hop",1,1,7,0,0.0844444444444444,0.56,12,4,4,4.77911574545995
"universal","electro",2006,"hip-hop",10,3,31,0.56,0.0664036817882972,0.56,12,3,2,4.77911574545995
"warner","electro",2006,"hip-hop",3,2,8,0,0.140495867768595,0.56,12,3,4,4.77911574545995
"emi","electro",2006,"hip-hop",5,2,12,0,0.07,0.56,12,3,4,4.77911574545995
"sony","electro",2007,"hip-hop",0,1,10,0,0.1015625,65.87,15,8,11,4.73240993092708
"universal","electro",2007,"hip-hop",7,10,23,25.47,0.0991398822996831,65.87,15,4,5,4.73240993092708
"warner","electro",2007,"hip-hop",0,3,12,0,0.12962962962963,65.87,15,6,11,4.73240993092708
"emi","electro",2007,"hip-hop",1,5,14,0,0.0915576694411415,65.87,15,4,11,4.73240993092708
"sony","electro",2008,"hip-hop",3,0,5,0,0.135802469135802,39.25,16,1,7,5.0332381130359
"universal","electro",2008,"hip-hop",1,7,35,20.87,0.0687077251690993,39.25,16,0,1,5.0332381130359
"warner","electro",2008,"hip-hop",1,0,10,0,0.163265306122449,39.25,16,1,7,5.0332381130359
"emi","electro",2008,"hip-hop",4,1,8,0,0.125,39.25,16,0,7,5.0332381130359
"sony","electro",2009,"hip-hop",1,3,9,24.02,0.0987654320987654,105.31,24,2,4,4.95924425986008
"universal","electro",2009,"hip-hop",5,1,26,9.91,0.087962962962963,105.31,24,4,4,4.95924425986008
"warner","electro",2009,"hip-hop",0,1,7,0,0.0918367346938776,105.31,24,4,4,4.95924425986008
"emi","electro",2009,"hip-hop",3,4,13,0,0.1072,105.31,24,2,3,4.95924425986008
"sony","electro",2010,"hip-hop",2,1,6,0,0.222222222222222,114.74,23,3,5,5.02531871803088
"universal","electro",2010,"hip-hop",7,5,20,56.85,0.112426035502959,114.74,23,2,3,5.02531871803088
"warner","electro",2010,"hip-hop",1,0,4,0,0.135802469135802,114.74,23,5,5,5.02531871803088
"emi","electro",2010,"hip-hop",2,3,11,0,0.1640625,114.74,23,2,5,5.02531871803088
"sony","electro",2011,"hip-hop",1,2,4,9.61,0.12396694214876,162.9,16,3,10,4.59444655202333
"universal","electro",2011,"hip-hop",4,7,17,79.69,0.179584120982987,162.9,16,3,3,4.59444655202333
"warner","electro",2011,"hip-hop",0,1,11,0.03,0.137777777777778,162.9,16,5,10,4.59444655202333
"emi","electro",2011,"hip-hop",1,2,8,0,0.152777777777778,162.9,16,4,10,4.59444655202333
"sony","electro",2012,"hip-hop",0,1,9,16.17,0.0816326530612245,120.3,18,1,6,5.19004930683997
"universal","electro",2012,"hip-hop",3,4,22,50.97,0.150510204081633,120.3,18,1,2,5.19004930683997
"warner","electro",2012,"hip-hop",2,0,0,0,0,120.3,18,3,6,5.19004930683997
"sony","electro",2013,"hip-hop",0,0,2,0,0,51.53,6,3,3,4.34166789274209
"universal","electro",2013,"hip-hop",1,3,11,8.37,0.1171875,51.53,6,0,3,4.34166789274209
"warner","electro",2013,"hip-hop",1,2,5,0,0.140495867768595,51.53,6,0,3,4.34166789274209
"sony","electro",2014,"hip-hop",0,0,3,0,0.333333333333333,82.59,6,1,2,4.37688849140518
"universal","electro",2014,"hip-hop",0,1,6,16.42,0.111111111111111,82.59,6,0,2,4.37688849140518
"warner","electro",2014,"hip-hop",0,1,3,0,0.25,82.59,6,0,1,4.37688849140518
"sony","death-metal",2005,"rock",0,0,1,0,1,0,0,0,0,NA
"universal","death-metal",2005,"rock",0,0,17,0,0.0752,0,0,0,0,NA
"warner","death-metal",2005,"rock",0,0,7,0,0.14,0,0,0,0,NA
"emi","death-metal",2005,"rock",0,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","death-metal",2006,"rock",0,0,7,0,0.0844444444444444,0,0,0,0,0
"universal","death-metal",2006,"rock",0,0,31,0,0.0664036817882972,0,0,0,0,0
"warner","death-metal",2006,"rock",0,0,8,0,0.140495867768595,0,0,0,0,0
"emi","death-metal",2006,"rock",0,0,12,0,0.07,0,0,0,0,0
"sony","death-metal",2007,"rock",0,0,10,0,0.1015625,0,0,0,0,0
"universal","death-metal",2007,"rock",0,0,23,0,0.0991398822996831,0,0,0,0,0
"warner","death-metal",2007,"rock",0,0,12,0,0.12962962962963,0,0,0,0,0
"emi","death-metal",2007,"rock",0,0,14,0,0.0915576694411415,0,0,0,0,0
"sony","death-metal",2008,"rock",0,0,5,0,0.135802469135802,0,0,0,0,0
"universal","death-metal",2008,"rock",0,0,35,0,0.0687077251690993,0,0,0,0,0
"warner","death-metal",2008,"rock",1,0,10,0,0.163265306122449,0,0,0,0,0
"emi","death-metal",2008,"rock",0,0,8,0,0.125,0,0,0,0,0
"sony","death-metal",2009,"rock",0,0,9,0,0.0987654320987654,0,2,0,1,0
"universal","death-metal",2009,"rock",0,0,26,0,0.087962962962963,0,2,0,1,0
"warner","death-metal",2009,"rock",0,1,7,0,0.0918367346938776,0,2,0,0,0
"emi","death-metal",2009,"rock",0,0,13,0,0.1072,0,2,0,1,0
"sony","death-metal",2010,"rock",0,0,6,0,0.222222222222222,0,0,0,0,0
"universal","death-metal",2010,"rock",0,0,20,0,0.112426035502959,0,0,0,0,0
"warner","death-metal",2010,"rock",0,0,4,0,0.135802469135802,0,0,0,0,0
"emi","death-metal",2010,"rock",0,0,11,0,0.1640625,0,0,0,0,0
"sony","death-metal",2011,"rock",0,0,4,0,0.12396694214876,0,0,0,0,0
"universal","death-metal",2011,"rock",0,0,17,0,0.179584120982987,0,0,0,0,0
"warner","death-metal",2011,"rock",0,0,11,0,0.137777777777778,0,0,0,0,0
"emi","death-metal",2011,"rock",0,0,8,0,0.152777777777778,0,0,0,0,0
"sony","death-metal",2012,"rock",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","death-metal",2012,"rock",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","death-metal",2012,"rock",0,0,0,0,0,0,0,0,0,0
"sony","death-metal",2013,"rock",0,0,2,0,0,0,1,0,0,0
"universal","death-metal",2013,"rock",0,0,11,0,0.1171875,0,1,0,0,0
"warner","death-metal",2013,"rock",0,0,5,0,0.140495867768595,0,1,0,0,0
"sony","death-metal",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,3.25322548182156
"universal","death-metal",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,3.25322548182156
"warner","death-metal",2014,"rock",0,0,3,0,0.25,0,0,0,0,3.25322548182156
"sony","doom-metal",2005,"rock",0,0,1,0,1,0,1,0,0,NA
"universal","doom-metal",2005,"rock",0,0,17,0,0.0752,0,1,0,0,NA
"warner","doom-metal",2005,"rock",0,0,7,0,0.14,0,1,0,0,NA
"emi","doom-metal",2005,"rock",0,0,8,0,0.164444444444444,0,1,0,0,NA
"sony","doom-metal",2006,"rock",0,0,7,0,0.0844444444444444,0,0,0,0,0
"universal","doom-metal",2006,"rock",0,0,31,0,0.0664036817882972,0,0,0,0,0
"warner","doom-metal",2006,"rock",0,0,8,0,0.140495867768595,0,0,0,0,0
"emi","doom-metal",2006,"rock",0,0,12,0,0.07,0,0,0,0,0
"sony","doom-metal",2007,"rock",0,0,10,0,0.1015625,0,1,0,0,5.3026765412766
"universal","doom-metal",2007,"rock",0,0,23,0,0.0991398822996831,0,1,0,0,5.3026765412766
"warner","doom-metal",2007,"rock",0,0,12,0,0.12962962962963,0,1,0,0,5.3026765412766
"emi","doom-metal",2007,"rock",0,0,14,0,0.0915576694411415,0,1,0,0,5.3026765412766
"sony","doom-metal",2008,"rock",0,0,5,0,0.135802469135802,0,0,0,0,5.3026765412766
"universal","doom-metal",2008,"rock",0,0,35,0,0.0687077251690993,0,0,0,0,5.3026765412766
"warner","doom-metal",2008,"rock",0,0,10,0,0.163265306122449,0,0,0,0,5.3026765412766
"emi","doom-metal",2008,"rock",0,0,8,0,0.125,0,0,0,0,5.3026765412766
"sony","doom-metal",2009,"rock",0,0,9,0,0.0987654320987654,0,2,0,0,5.05740110104196
"universal","doom-metal",2009,"rock",0,0,26,0,0.087962962962963,0,2,0,0,5.05740110104196
"warner","doom-metal",2009,"rock",0,0,7,0,0.0918367346938776,0,2,0,0,5.05740110104196
"emi","doom-metal",2009,"rock",0,0,13,0,0.1072,0,2,0,0,5.05740110104196
"sony","doom-metal",2010,"rock",0,0,6,0,0.222222222222222,0,1,0,0,5.05740110104196
"universal","doom-metal",2010,"rock",0,0,20,0,0.112426035502959,0,1,0,0,5.05740110104196
"warner","doom-metal",2010,"rock",0,0,4,0,0.135802469135802,0,1,0,0,5.05740110104196
"emi","doom-metal",2010,"rock",0,0,11,0,0.1640625,0,1,0,0,5.05740110104196
"sony","doom-metal",2011,"rock",0,0,4,0,0.12396694214876,0,0,0,0,5.05740110104196
"universal","doom-metal",2011,"rock",0,0,17,0,0.179584120982987,0,0,0,0,5.05740110104196
"warner","doom-metal",2011,"rock",0,0,11,0,0.137777777777778,0,0,0,0,5.05740110104196
"emi","doom-metal",2011,"rock",0,0,8,0,0.152777777777778,0,0,0,0,5.05740110104196
"sony","doom-metal",2012,"rock",0,0,9,0,0.0816326530612245,0,0,0,0,5.05740110104196
"universal","doom-metal",2012,"rock",0,0,22,0,0.150510204081633,0,0,0,0,5.05740110104196
"warner","doom-metal",2012,"rock",0,0,0,0,0,0,0,0,0,5.05740110104196
"sony","doom-metal",2013,"rock",0,0,2,0,0,0,1,0,0,4.08781900555806
"universal","doom-metal",2013,"rock",0,0,11,0,0.1171875,0,1,0,0,4.08781900555806
"warner","doom-metal",2013,"rock",0,0,5,0,0.140495867768595,0,1,0,0,4.08781900555806
"sony","doom-metal",2014,"rock",0,0,3,0,0.333333333333333,0,1,0,0,0
"universal","doom-metal",2014,"rock",0,0,6,0,0.111111111111111,0,1,0,0,0
"warner","doom-metal",2014,"rock",0,0,3,0,0.25,0,1,0,0,0
"sony","house",2005,"electronic",2,0,1,0,1,40.22,14,2,3,5.35738464182859
"universal","house",2005,"electronic",3,3,17,3.55,0.0752,40.22,14,0,2,5.35738464182859
"warner","house",2005,"electronic",1,0,7,0,0.14,40.22,14,2,3,5.35738464182859
"emi","house",2005,"electronic",0,2,8,0,0.164444444444444,40.22,14,0,3,5.35738464182859
"sony","house",2006,"electronic",2,2,7,0,0.0844444444444444,97.84,11,1,3,5.10229254076995
"universal","house",2006,"electronic",5,3,31,13.51,0.0664036817882972,97.84,11,1,2,5.10229254076995
"warner","house",2006,"electronic",2,1,8,0,0.140495867768595,97.84,11,2,3,5.10229254076995
"emi","house",2006,"electronic",4,0,12,0,0.07,97.84,11,3,3,5.10229254076995
"sony","house",2007,"electronic",2,2,10,7.63,0.1015625,87.34,18,7,6,4.88312309321346
"universal","house",2007,"electronic",4,5,23,0.45,0.0991398822996831,87.34,18,4,5,4.88312309321346
"warner","house",2007,"electronic",1,2,12,0,0.12962962962963,87.34,18,7,6,4.88312309321346
"emi","house",2007,"electronic",2,4,14,0,0.0915576694411415,87.34,18,4,6,4.88312309321346
"sony","house",2008,"electronic",2,2,5,17.45,0.135802469135802,78.87,20,4,4,5.01587873988136
"universal","house",2008,"electronic",3,4,35,0,0.0687077251690993,78.87,20,3,3,5.01587873988136
"warner","house",2008,"electronic",1,1,10,0,0.163265306122449,78.87,20,5,4,5.01587873988136
"emi","house",2008,"electronic",4,2,8,0,0.125,78.87,20,3,4,5.01587873988136
"sony","house",2009,"electronic",2,2,9,24.02,0.0987654320987654,203.39,27,4,5,4.97718766409696
"universal","house",2009,"electronic",4,3,26,26.22,0.087962962962963,203.39,27,3,5,4.97718766409696
"warner","house",2009,"electronic",0,1,7,0,0.0918367346938776,203.39,27,5,5,4.97718766409696
"emi","house",2009,"electronic",5,4,13,0,0.1072,203.39,27,3,3,4.97718766409696
"sony","house",2010,"electronic",2,2,6,14.85,0.222222222222222,192.74,32,5,5,5.01980997528733
"universal","house",2010,"electronic",3,4,20,88.08,0.112426035502959,192.74,32,2,5,5.01980997528733
"warner","house",2010,"electronic",3,0,4,0,0.135802469135802,192.74,32,7,5,5.01980997528733
"emi","house",2010,"electronic",2,5,11,18.49,0.1640625,192.74,32,2,5,5.01980997528733
"sony","house",2011,"electronic",1,2,4,3.45,0.12396694214876,176.17,20,5,5,4.80259968652148
"universal","house",2011,"electronic",7,3,17,37.5,0.179584120982987,176.17,20,4,3,4.80259968652148
"warner","house",2011,"electronic",0,3,11,19.42,0.137777777777778,176.17,20,4,5,4.80259968652148
"emi","house",2011,"electronic",0,2,8,0,0.152777777777778,176.17,20,5,5,4.80259968652148
"sony","house",2012,"electronic",0,1,9,15.23,0.0816326530612245,158.42,15,0,9,5.43912063373334
"universal","house",2012,"electronic",3,7,22,70.16,0.150510204081633,158.42,15,0,1,5.43912063373334
"warner","house",2012,"electronic",0,0,0,0,0,158.42,15,1,9,5.43912063373334
"sony","house",2013,"electronic",0,0,2,0,0,71.92,3,0,3,5.02193045330878
"universal","house",2013,"electronic",0,3,11,6.41,0.1171875,71.92,3,0,0,5.02193045330878
"warner","house",2013,"electronic",0,0,5,0,0.140495867768595,71.92,3,0,3,5.02193045330878
"sony","house",2014,"electronic",0,0,3,0,0.333333333333333,33.82,1,0,0,5.60174901630995
"universal","house",2014,"electronic",0,0,6,0,0.111111111111111,33.82,1,0,0,5.60174901630995
"warner","house",2014,"electronic",0,0,3,0,0.25,33.82,1,0,0,5.60174901630995
"sony","synth-pop",2005,"electronic",1,0,1,0,1,3.55,5,2,3,4.33253635090966
"universal","synth-pop",2005,"electronic",1,1,17,3.55,0.0752,3.55,5,1,3,4.33253635090966
"warner","synth-pop",2005,"electronic",2,1,7,0,0.14,3.55,5,1,3,4.33253635090966
"emi","synth-pop",2005,"electronic",1,3,8,0,0.164444444444444,3.55,5,1,1,4.33253635090966
"sony","synth-pop",2006,"electronic",1,1,7,0,0.0844444444444444,22.41,6,3,2,4.52185680510167
"universal","synth-pop",2006,"electronic",4,1,31,0,0.0664036817882972,22.41,6,2,2,4.52185680510167
"warner","synth-pop",2006,"electronic",1,2,8,0.53,0.140495867768595,22.41,6,2,2,4.52185680510167
"emi","synth-pop",2006,"electronic",2,1,12,0,0.07,22.41,6,3,2,4.52185680510167
"sony","synth-pop",2007,"electronic",0,1,10,0,0.1015625,44.05,4,4,5,3.97387301162878
"universal","synth-pop",2007,"electronic",6,4,23,23.17,0.0991398822996831,44.05,4,3,2,3.97387301162878
"warner","synth-pop",2007,"electronic",0,1,12,0,0.12962962962963,44.05,4,3,5,3.97387301162878
"emi","synth-pop",2007,"electronic",4,2,14,0,0.0915576694411415,44.05,4,3,5,3.97387301162878
"sony","synth-pop",2008,"electronic",2,0,5,0,0.135802469135802,47.17,5,4,7,4.49110604177417
"universal","synth-pop",2008,"electronic",5,6,35,31.23,0.0687077251690993,47.17,5,0,4,4.49110604177417
"warner","synth-pop",2008,"electronic",0,0,10,0,0.163265306122449,47.17,5,4,7,4.49110604177417
"emi","synth-pop",2008,"electronic",2,4,8,0,0.125,47.17,5,0,7,4.49110604177417
"sony","synth-pop",2009,"electronic",1,2,9,9.48,0.0987654320987654,10.56,13,2,5,4.42201610746206
"universal","synth-pop",2009,"electronic",4,5,26,0,0.087962962962963,10.56,13,2,2,4.42201610746206
"warner","synth-pop",2009,"electronic",2,0,7,0,0.0918367346938776,10.56,13,4,5,4.42201610746206
"emi","synth-pop",2009,"electronic",1,2,13,0,0.1072,10.56,13,2,5,4.42201610746206
"sony","synth-pop",2010,"electronic",0,1,6,11.83,0.222222222222222,107.53,9,3,4,4.38593469101846
"universal","synth-pop",2010,"electronic",5,4,20,61.24,0.112426035502959,107.53,9,2,2,4.38593469101846
"warner","synth-pop",2010,"electronic",0,2,4,0,0.135802469135802,107.53,9,2,4,4.38593469101846
"emi","synth-pop",2010,"electronic",3,1,11,1.04,0.1640625,107.53,9,3,4,4.38593469101846
"sony","synth-pop",2011,"electronic",2,0,4,0,0.12396694214876,135.69,10,3,8,4.38552080883151
"universal","synth-pop",2011,"electronic",5,5,17,65.52,0.179584120982987,135.69,10,0,3,4.38552080883151
"warner","synth-pop",2011,"electronic",0,0,11,0,0.137777777777778,135.69,10,3,8,4.38552080883151
"emi","synth-pop",2011,"electronic",0,3,8,50.45,0.152777777777778,135.69,10,0,8,4.38552080883151
"sony","synth-pop",2012,"electronic",0,2,9,35.12,0.0816326530612245,134.55,10,0,5,4.91302060784098
"universal","synth-pop",2012,"electronic",1,5,22,21.79,0.150510204081633,134.55,10,0,2,4.91302060784098
"warner","synth-pop",2012,"electronic",2,0,0,0,0,134.55,10,2,5,4.91302060784098
"sony","synth-pop",2013,"electronic",0,0,2,0,0,37.49,5,1,3,4.1041870229142
"universal","synth-pop",2013,"electronic",2,1,11,0,0.1171875,37.49,5,0,3,4.1041870229142
"warner","synth-pop",2013,"electronic",1,2,5,0,0.140495867768595,37.49,5,0,1,4.1041870229142
"sony","synth-pop",2014,"electronic",0,0,3,0,0.333333333333333,56.12,7,2,3,4.44437736044816
"universal","synth-pop",2014,"electronic",0,2,6,16.42,0.111111111111111,56.12,7,0,2,4.44437736044816
"warner","synth-pop",2014,"electronic",0,1,3,0,0.25,56.12,7,0,3,4.44437736044816
"sony","disco",2005,"funk-soul",0,0,1,0,1,0,3,0,0,4.94810884206596
"universal","disco",2005,"funk-soul",1,0,17,0,0.0752,0,3,0,0,4.94810884206596
"warner","disco",2005,"funk-soul",0,0,7,0,0.14,0,3,0,0,4.94810884206596
"emi","disco",2005,"funk-soul",0,0,8,0,0.164444444444444,0,3,0,0,4.94810884206596
"sony","disco",2006,"funk-soul",0,0,7,0,0.0844444444444444,0,1,0,1,3.31749899852804
"universal","disco",2006,"funk-soul",0,1,31,0,0.0664036817882972,0,1,0,0,3.31749899852804
"warner","disco",2006,"funk-soul",0,0,8,0,0.140495867768595,0,1,0,1,3.31749899852804
"emi","disco",2006,"funk-soul",0,0,12,0,0.07,0,1,0,1,3.31749899852804
"sony","disco",2007,"funk-soul",0,0,10,0,0.1015625,9.06,9,0,0,4.3870494991579
"universal","disco",2007,"funk-soul",0,0,23,0,0.0991398822996831,9.06,9,0,0,4.3870494991579
"warner","disco",2007,"funk-soul",0,0,12,0,0.12962962962963,9.06,9,0,0,4.3870494991579
"emi","disco",2007,"funk-soul",0,0,14,0,0.0915576694411415,9.06,9,0,0,4.3870494991579
"sony","disco",2008,"funk-soul",0,0,5,0,0.135802469135802,0,2,0,0,4.60473003097954
"universal","disco",2008,"funk-soul",0,0,35,0,0.0687077251690993,0,2,0,0,4.60473003097954
"warner","disco",2008,"funk-soul",0,0,10,0,0.163265306122449,0,2,0,0,4.60473003097954
"emi","disco",2008,"funk-soul",1,0,8,0,0.125,0,2,0,0,4.60473003097954
"sony","disco",2009,"funk-soul",1,0,9,0,0.0987654320987654,0,7,0,1,4.68513335863604
"universal","disco",2009,"funk-soul",0,0,26,0,0.087962962962963,0,7,0,1,4.68513335863604
"warner","disco",2009,"funk-soul",0,0,7,0,0.0918367346938776,0,7,0,1,4.68513335863604
"emi","disco",2009,"funk-soul",0,1,13,0,0.1072,0,7,0,0,4.68513335863604
"sony","disco",2010,"funk-soul",0,1,6,0,0.222222222222222,0,9,0,0,5.09357351784957
"universal","disco",2010,"funk-soul",1,0,20,0,0.112426035502959,0,9,0,2,5.09357351784957
"warner","disco",2010,"funk-soul",0,0,4,0,0.135802469135802,0,9,0,2,5.09357351784957
"emi","disco",2010,"funk-soul",0,0,11,0,0.1640625,0,9,0,2,5.09357351784957
"sony","disco",2011,"funk-soul",0,0,4,0,0.12396694214876,5.3,4,0,1,4.56351071921073
"universal","disco",2011,"funk-soul",0,1,17,0,0.179584120982987,5.3,4,0,0,4.56351071921073
"warner","disco",2011,"funk-soul",0,0,11,0,0.137777777777778,5.3,4,0,1,4.56351071921073
"emi","disco",2011,"funk-soul",0,0,8,0,0.152777777777778,5.3,4,0,1,4.56351071921073
"sony","disco",2012,"funk-soul",0,0,9,0,0.0816326530612245,12.44,5,0,0,4.80117309953805
"universal","disco",2012,"funk-soul",0,0,22,0,0.150510204081633,12.44,5,0,0,4.80117309953805
"warner","disco",2012,"funk-soul",0,0,0,0,0,12.44,5,0,0,4.80117309953805
"sony","disco",2013,"funk-soul",0,0,2,0,0,0,1,0,0,0
"universal","disco",2013,"funk-soul",0,0,11,0,0.1171875,0,1,0,0,0
"warner","disco",2013,"funk-soul",0,0,5,0,0.140495867768595,0,1,0,0,0
"sony","disco",2014,"funk-soul",0,0,3,0,0.333333333333333,26.64,1,0,0,5.11944549200648
"universal","disco",2014,"funk-soul",0,0,6,0,0.111111111111111,26.64,1,0,0,5.11944549200648
"warner","disco",2014,"funk-soul",0,0,3,0,0.25,26.64,1,0,0,5.11944549200648
"sony","pop-rock",2005,"rock",0,0,1,0,1,46.37,2,0,0,4.77022211819162
"universal","pop-rock",2005,"rock",3,0,17,0,0.0752,46.37,2,0,0,4.77022211819162
"warner","pop-rock",2005,"rock",0,0,7,0,0.14,46.37,2,0,0,4.77022211819162
"emi","pop-rock",2005,"rock",1,0,8,0,0.164444444444444,46.37,2,0,0,4.77022211819162
"sony","pop-rock",2006,"rock",1,0,7,0,0.0844444444444444,94.19,2,1,3,4.75197247087938
"universal","pop-rock",2006,"rock",5,3,31,0,0.0664036817882972,94.19,2,0,1,4.75197247087938
"warner","pop-rock",2006,"rock",0,0,8,0,0.140495867768595,94.19,2,1,3,4.75197247087938
"emi","pop-rock",2006,"rock",1,1,12,0,0.07,94.19,2,0,3,4.75197247087938
"sony","pop-rock",2007,"rock",0,1,10,19.86,0.1015625,173.86,3,1,5,4.83291609099055
"universal","pop-rock",2007,"rock",5,5,23,17.13,0.0991398822996831,173.86,3,1,1,4.83291609099055
"warner","pop-rock",2007,"rock",0,0,12,0,0.12962962962963,173.86,3,2,5,4.83291609099055
"emi","pop-rock",2007,"rock",1,1,14,0,0.0915576694411415,173.86,3,1,5,4.83291609099055
"sony","pop-rock",2008,"rock",2,0,5,0,0.135802469135802,120.8,7,1,5,5.19521400189941
"universal","pop-rock",2008,"rock",0,5,35,40.16,0.0687077251690993,120.8,7,0,1,5.19521400189941
"warner","pop-rock",2008,"rock",2,0,10,0,0.163265306122449,120.8,7,1,5,5.19521400189941
"emi","pop-rock",2008,"rock",2,1,8,0,0.125,120.8,7,0,5,5.19521400189941
"sony","pop-rock",2009,"rock",0,2,9,19.35,0.0987654320987654,192.38,4,2,2,4.72304229758676
"universal","pop-rock",2009,"rock",1,0,26,0,0.087962962962963,192.38,4,4,2,4.72304229758676
"warner","pop-rock",2009,"rock",0,2,7,1.47,0.0918367346938776,192.38,4,2,2,4.72304229758676
"emi","pop-rock",2009,"rock",0,2,13,27.63,0.1072,192.38,4,2,2,4.72304229758676
"sony","pop-rock",2010,"rock",0,0,6,0,0.222222222222222,146.88,0,0,1,5.32857193216227
"universal","pop-rock",2010,"rock",1,1,20,0.22,0.112426035502959,146.88,0,0,0,5.32857193216227
"warner","pop-rock",2010,"rock",0,0,4,0,0.135802469135802,146.88,0,0,1,5.32857193216227
"emi","pop-rock",2010,"rock",0,0,11,0,0.1640625,146.88,0,0,1,5.32857193216227
"sony","pop-rock",2011,"rock",1,0,4,0,0.12396694214876,82.8,2,0,1,5.21857025573236
"universal","pop-rock",2011,"rock",2,1,17,14.6,0.179584120982987,82.8,2,0,0,5.21857025573236
