"Major","Style","Year","Genre","OwnSingles","OwnSinglesLagged","PortfolioSize","Performance","Diversification","Demand","IndieSingles","MajorSingles","Proliferation","Complexity"
"warner","post-rock",2013,"rock",0,0,5,0,0.140495867768595,0,0,0,0,3.98937353357018
"sony","post-rock",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,3.98937353357018
"universal","post-rock",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,3.98937353357018
"warner","post-rock",2014,"rock",0,0,3,0,0.25,0,0,0,0,3.98937353357018
"sony","country-rock",2005,"rock",0,0,1,0,1,0,1,0,0,4.75737568587633
"universal","country-rock",2005,"rock",0,0,17,0,0.0752,0,1,0,0,4.75737568587633
"warner","country-rock",2005,"rock",0,0,7,0,0.14,0,1,0,0,4.75737568587633
"emi","country-rock",2005,"rock",0,0,8,0,0.164444444444444,0,1,0,0,4.75737568587633
"sony","country-rock",2006,"rock",0,0,7,0,0.0844444444444444,0,0,0,0,4.81023122698492
"universal","country-rock",2006,"rock",0,0,31,0,0.0664036817882972,0,0,0,0,4.81023122698492
"warner","country-rock",2006,"rock",0,0,8,0,0.140495867768595,0,0,0,0,4.81023122698492
"emi","country-rock",2006,"rock",0,0,12,0,0.07,0,0,0,0,4.81023122698492
"sony","country-rock",2007,"rock",0,0,10,0,0.1015625,0,0,0,0,0
"universal","country-rock",2007,"rock",0,0,23,0,0.0991398822996831,0,0,0,0,0
"warner","country-rock",2007,"rock",0,0,12,0,0.12962962962963,0,0,0,0,0
"emi","country-rock",2007,"rock",0,0,14,0,0.0915576694411415,0,0,0,0,0
"sony","country-rock",2008,"rock",0,0,5,0,0.135802469135802,0,0,0,0,0
"universal","country-rock",2008,"rock",0,0,35,0,0.0687077251690993,0,0,0,0,0
"warner","country-rock",2008,"rock",0,0,10,0,0.163265306122449,0,0,0,0,0
"emi","country-rock",2008,"rock",0,0,8,0,0.125,0,0,0,0,0
"sony","country-rock",2009,"rock",0,0,9,0,0.0987654320987654,0,1,0,0,0
"universal","country-rock",2009,"rock",0,0,26,0,0.087962962962963,0,1,0,0,0
"warner","country-rock",2009,"rock",0,0,7,0,0.0918367346938776,0,1,0,0,0
"emi","country-rock",2009,"rock",0,0,13,0,0.1072,0,1,0,0,0
"sony","country-rock",2010,"rock",0,0,6,0,0.222222222222222,0,1,0,0,0
"universal","country-rock",2010,"rock",0,0,20,0,0.112426035502959,0,1,0,0,0
"warner","country-rock",2010,"rock",0,0,4,0,0.135802469135802,0,1,0,0,0
"emi","country-rock",2010,"rock",0,0,11,0,0.1640625,0,1,0,0,0
"sony","country-rock",2011,"rock",0,0,4,0,0.12396694214876,0,0,0,0,0
"universal","country-rock",2011,"rock",0,0,17,0,0.179584120982987,0,0,0,0,0
"warner","country-rock",2011,"rock",0,0,11,0,0.137777777777778,0,0,0,0,0
"emi","country-rock",2011,"rock",0,0,8,0,0.152777777777778,0,0,0,0,0
"sony","country-rock",2012,"rock",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","country-rock",2012,"rock",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","country-rock",2012,"rock",0,0,0,0,0,0,0,0,0,0
"sony","country-rock",2013,"rock",0,0,2,0,0,0,0,0,0,0
"universal","country-rock",2013,"rock",0,0,11,0,0.1171875,0,0,0,0,0
"warner","country-rock",2013,"rock",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","country-rock",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","country-rock",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","country-rock",2014,"rock",0,0,3,0,0.25,0,0,0,0,0
"sony","nu-metal",2005,"rock",0,0,1,0,1,11.9,1,0,1,4.37659031483576
"universal","nu-metal",2005,"rock",0,0,17,0,0.0752,11.9,1,0,1,4.37659031483576
"warner","nu-metal",2005,"rock",0,1,7,0,0.14,11.9,1,0,0,4.37659031483576
"emi","nu-metal",2005,"rock",1,0,8,0,0.164444444444444,11.9,1,0,1,4.37659031483576
"sony","nu-metal",2006,"rock",0,0,7,0,0.0844444444444444,1.12,0,0,2,0
"universal","nu-metal",2006,"rock",0,0,31,0,0.0664036817882972,1.12,0,0,2,0
"warner","nu-metal",2006,"rock",0,0,8,0,0.140495867768595,1.12,0,0,2,0
"emi","nu-metal",2006,"rock",1,1,12,0,0.07,1.12,0,0,0,0
"sony","nu-metal",2007,"rock",0,0,10,0,0.1015625,1.86,0,0,2,2.58186692720568
"universal","nu-metal",2007,"rock",0,0,23,0,0.0991398822996831,1.86,0,0,2,2.58186692720568
"warner","nu-metal",2007,"rock",0,0,12,0,0.12962962962963,1.86,0,0,2,2.58186692720568
"emi","nu-metal",2007,"rock",0,1,14,0.77,0.0915576694411415,1.86,0,0,0,2.58186692720568
"sony","nu-metal",2008,"rock",0,0,5,0,0.135802469135802,17.48,1,0,0,3.20013550319727
"universal","nu-metal",2008,"rock",0,0,35,0,0.0687077251690993,17.48,1,0,0,3.20013550319727
"warner","nu-metal",2008,"rock",0,0,10,0,0.163265306122449,17.48,1,0,0,3.20013550319727
"emi","nu-metal",2008,"rock",0,0,8,0,0.125,17.48,1,0,0,3.20013550319727
"sony","nu-metal",2009,"rock",0,0,9,0,0.0987654320987654,0,0,0,0,3.20013550319727
"universal","nu-metal",2009,"rock",0,0,26,0,0.087962962962963,0,0,0,0,3.20013550319727
"warner","nu-metal",2009,"rock",0,0,7,0,0.0918367346938776,0,0,0,0,3.20013550319727
"emi","nu-metal",2009,"rock",0,0,13,0,0.1072,0,0,0,0,3.20013550319727
"sony","nu-metal",2010,"rock",0,0,6,0,0.222222222222222,0.33,0,0,0,3.20013550319727
"universal","nu-metal",2010,"rock",0,0,20,0,0.112426035502959,0.33,0,0,0,3.20013550319727
"warner","nu-metal",2010,"rock",1,0,4,0,0.135802469135802,0.33,0,0,0,3.20013550319727
"emi","nu-metal",2010,"rock",0,0,11,0,0.1640625,0.33,0,0,0,3.20013550319727
"sony","nu-metal",2011,"rock",0,0,4,0,0.12396694214876,0,0,0,1,0
"universal","nu-metal",2011,"rock",0,0,17,0,0.179584120982987,0,0,0,1,0
"warner","nu-metal",2011,"rock",0,1,11,0,0.137777777777778,0,0,0,0,0
"emi","nu-metal",2011,"rock",0,0,8,0,0.152777777777778,0,0,0,1,0
"sony","nu-metal",2012,"rock",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","nu-metal",2012,"rock",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","nu-metal",2012,"rock",0,0,0,0,0,0,0,0,0,0
"sony","nu-metal",2013,"rock",0,0,2,0,0,0,0,0,0,0
"universal","nu-metal",2013,"rock",0,0,11,0,0.1171875,0,0,0,0,0
"warner","nu-metal",2013,"rock",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","nu-metal",2014,"rock",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","nu-metal",2014,"rock",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","nu-metal",2014,"rock",0,0,3,0,0.25,0,0,0,0,0
"sony","deep-house",2005,"electronic",0,0,1,0,1,0,1,0,1,3.60766191873096
"universal","deep-house",2005,"electronic",0,1,17,0,0.0752,0,1,0,0,3.60766191873096
"warner","deep-house",2005,"electronic",0,0,7,0,0.14,0,1,0,1,3.60766191873096
"emi","deep-house",2005,"electronic",0,0,8,0,0.164444444444444,0,1,0,1,3.60766191873096
"sony","deep-house",2006,"electronic",0,0,7,0,0.0844444444444444,0,4,0,0,3.39812385034906
"universal","deep-house",2006,"electronic",0,0,31,0,0.0664036817882972,0,4,0,0,3.39812385034906
"warner","deep-house",2006,"electronic",0,0,8,0,0.140495867768595,0,4,0,0,3.39812385034906
"emi","deep-house",2006,"electronic",0,0,12,0,0.07,0,4,0,0,3.39812385034906
"sony","deep-house",2007,"electronic",0,0,10,0,0.1015625,0,3,0,0,0
"universal","deep-house",2007,"electronic",0,0,23,0,0.0991398822996831,0,3,0,0,0
"warner","deep-house",2007,"electronic",0,0,12,0,0.12962962962963,0,3,0,0,0
"emi","deep-house",2007,"electronic",0,0,14,0,0.0915576694411415,0,3,0,0,0
"sony","deep-house",2008,"electronic",0,0,5,0,0.135802469135802,0,2,0,0,4.0676529512838
"universal","deep-house",2008,"electronic",0,0,35,0,0.0687077251690993,0,2,0,0,4.0676529512838
"warner","deep-house",2008,"electronic",0,0,10,0,0.163265306122449,0,2,0,0,4.0676529512838
"emi","deep-house",2008,"electronic",0,0,8,0,0.125,0,2,0,0,4.0676529512838
"sony","deep-house",2009,"electronic",0,0,9,0,0.0987654320987654,0,1,0,0,3.84702450452233
"universal","deep-house",2009,"electronic",0,0,26,0,0.087962962962963,0,1,0,0,3.84702450452233
"warner","deep-house",2009,"electronic",0,0,7,0,0.0918367346938776,0,1,0,0,3.84702450452233
"emi","deep-house",2009,"electronic",0,0,13,0,0.1072,0,1,0,0,3.84702450452233
"sony","deep-house",2010,"electronic",0,0,6,0,0.222222222222222,0,5,0,0,4.67593750448689
"universal","deep-house",2010,"electronic",0,0,20,0,0.112426035502959,0,5,0,0,4.67593750448689
"warner","deep-house",2010,"electronic",0,0,4,0,0.135802469135802,0,5,0,0,4.67593750448689
"emi","deep-house",2010,"electronic",0,0,11,0,0.1640625,0,5,0,0,4.67593750448689
"sony","deep-house",2011,"electronic",0,0,4,0,0.12396694214876,0,2,0,0,11.1508563687226
"universal","deep-house",2011,"electronic",0,0,17,0,0.179584120982987,0,2,0,0,11.1508563687226
"warner","deep-house",2011,"electronic",0,0,11,0,0.137777777777778,0,2,0,0,11.1508563687226
"emi","deep-house",2011,"electronic",0,0,8,0,0.152777777777778,0,2,0,0,11.1508563687226
"sony","deep-house",2012,"electronic",0,0,9,0,0.0816326530612245,0,3,0,0,4.73118643262428
"universal","deep-house",2012,"electronic",0,0,22,0,0.150510204081633,0,3,0,0,4.73118643262428
"warner","deep-house",2012,"electronic",0,0,0,0,0,0,3,0,0,4.73118643262428
"sony","deep-house",2013,"electronic",0,0,2,0,0,0,1,0,0,4.84521562041826
"universal","deep-house",2013,"electronic",0,0,11,0,0.1171875,0,1,0,0,4.84521562041826
"warner","deep-house",2013,"electronic",0,0,5,0,0.140495867768595,0,1,0,0,4.84521562041826
"sony","deep-house",2014,"electronic",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","deep-house",2014,"electronic",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","deep-house",2014,"electronic",0,0,3,0,0.25,0,0,0,0,0
"sony","industrial",2005,"electronic",0,0,1,0,1,0,3,0,2,3.17259570837639
"universal","industrial",2005,"electronic",2,1,17,0,0.0752,0,3,0,0,3.17259570837639
"warner","industrial",2005,"electronic",0,0,7,0,0.14,0,3,0,2,3.17259570837639
"emi","industrial",2005,"electronic",0,0,8,0,0.164444444444444,0,3,0,2,3.17259570837639
"sony","industrial",2006,"electronic",0,0,7,0,0.0844444444444444,7.46,3,0,3,3.43527283406388
"universal","industrial",2006,"electronic",0,2,31,7.46,0.0664036817882972,7.46,3,0,0,3.43527283406388
"warner","industrial",2006,"electronic",0,0,8,0,0.140495867768595,7.46,3,0,3,3.43527283406388
"emi","industrial",2006,"electronic",0,0,12,0,0.07,7.46,3,0,3,3.43527283406388
"sony","industrial",2007,"electronic",0,0,10,0,0.1015625,0,3,0,0,3.28033480506424
"universal","industrial",2007,"electronic",2,0,23,0,0.0991398822996831,0,3,0,0,3.28033480506424
"warner","industrial",2007,"electronic",0,0,12,0,0.12962962962963,0,3,0,0,3.28033480506424
"emi","industrial",2007,"electronic",0,0,14,0,0.0915576694411415,0,3,0,0,3.28033480506424
"sony","industrial",2008,"electronic",0,0,5,0,0.135802469135802,0.33,3,0,3,3.3398291268127
"universal","industrial",2008,"electronic",0,2,35,0.33,0.0687077251690993,0.33,3,0,0,3.3398291268127
"warner","industrial",2008,"electronic",0,0,10,0,0.163265306122449,0.33,3,0,3,3.3398291268127
"emi","industrial",2008,"electronic",0,0,8,0,0.125,0.33,3,0,3,3.3398291268127
"sony","industrial",2009,"electronic",0,0,9,0,0.0987654320987654,0,3,0,0,3.11160489329283
"universal","industrial",2009,"electronic",0,0,26,0,0.087962962962963,0,3,0,0,3.11160489329283
"warner","industrial",2009,"electronic",0,0,7,0,0.0918367346938776,0,3,0,0,3.11160489329283
"emi","industrial",2009,"electronic",0,0,13,0,0.1072,0,3,0,0,3.11160489329283
"sony","industrial",2010,"electronic",0,0,6,0,0.222222222222222,0,0,0,0,3.36137018650674
"universal","industrial",2010,"electronic",0,0,20,0,0.112426035502959,0,0,0,0,3.36137018650674
"warner","industrial",2010,"electronic",0,0,4,0,0.135802469135802,0,0,0,0,3.36137018650674
"emi","industrial",2010,"electronic",0,0,11,0,0.1640625,0,0,0,0,3.36137018650674
"sony","industrial",2011,"electronic",0,0,4,0,0.12396694214876,0,6,0,0,3.68920628014441
"universal","industrial",2011,"electronic",0,0,17,0,0.179584120982987,0,6,0,0,3.68920628014441
"warner","industrial",2011,"electronic",0,0,11,0,0.137777777777778,0,6,0,0,3.68920628014441
"emi","industrial",2011,"electronic",0,0,8,0,0.152777777777778,0,6,0,0,3.68920628014441
"sony","industrial",2012,"electronic",0,0,9,0,0.0816326530612245,0,4,0,0,4.91205125039873
"universal","industrial",2012,"electronic",0,0,22,0,0.150510204081633,0,4,0,0,4.91205125039873
"warner","industrial",2012,"electronic",0,0,0,0,0,0,4,0,0,4.91205125039873
"sony","industrial",2013,"electronic",0,0,2,0,0,0,1,0,0,3.09423836696426
"universal","industrial",2013,"electronic",0,0,11,0,0.1171875,0,1,0,0,3.09423836696426
"warner","industrial",2013,"electronic",0,0,5,0,0.140495867768595,0,1,0,0,3.09423836696426
"sony","industrial",2014,"electronic",0,0,3,0,0.333333333333333,0,0,0,0,2.70291281242137
"universal","industrial",2014,"electronic",0,0,6,0,0.111111111111111,0,0,0,0,2.70291281242137
"warner","industrial",2014,"electronic",0,0,3,0,0.25,0,0,0,0,2.70291281242137
"sony","dub",2005,"reggae",0,0,1,0,1,0,0,0,0,0
"universal","dub",2005,"reggae",0,0,17,0,0.0752,0,0,0,0,0
"warner","dub",2005,"reggae",0,0,7,0,0.14,0,0,0,0,0
"emi","dub",2005,"reggae",0,0,8,0,0.164444444444444,0,0,0,0,0
"sony","dub",2006,"reggae",0,0,7,0,0.0844444444444444,0,0,0,0,4.22770952507563
"universal","dub",2006,"reggae",0,0,31,0,0.0664036817882972,0,0,0,0,4.22770952507563
"warner","dub",2006,"reggae",0,0,8,0,0.140495867768595,0,0,0,0,4.22770952507563
"emi","dub",2006,"reggae",0,0,12,0,0.07,0,0,0,0,4.22770952507563
"sony","dub",2007,"reggae",0,0,10,0,0.1015625,0,1,0,0,3.43741479430849
"universal","dub",2007,"reggae",0,0,23,0,0.0991398822996831,0,1,0,0,3.43741479430849
"warner","dub",2007,"reggae",0,0,12,0,0.12962962962963,0,1,0,0,3.43741479430849
"emi","dub",2007,"reggae",0,0,14,0,0.0915576694411415,0,1,0,0,3.43741479430849
"sony","dub",2008,"reggae",0,0,5,0,0.135802469135802,0,0,0,0,3.10121097249256
"universal","dub",2008,"reggae",1,0,35,0,0.0687077251690993,0,0,0,0,3.10121097249256
"warner","dub",2008,"reggae",0,0,10,0,0.163265306122449,0,0,0,0,3.10121097249256
"emi","dub",2008,"reggae",0,0,8,0,0.125,0,0,0,0,3.10121097249256
"sony","dub",2009,"reggae",0,0,9,0,0.0987654320987654,0,3,0,1,4.23182323802147
"universal","dub",2009,"reggae",0,1,26,0,0.087962962962963,0,3,0,0,4.23182323802147
"warner","dub",2009,"reggae",0,0,7,0,0.0918367346938776,0,3,0,1,4.23182323802147
"emi","dub",2009,"reggae",0,0,13,0,0.1072,0,3,0,1,4.23182323802147
"sony","dub",2010,"reggae",0,0,6,0,0.222222222222222,0,0,0,0,0
"universal","dub",2010,"reggae",0,0,20,0,0.112426035502959,0,0,0,0,0
"warner","dub",2010,"reggae",0,0,4,0,0.135802469135802,0,0,0,0,0
"emi","dub",2010,"reggae",0,0,11,0,0.1640625,0,0,0,0,0
"sony","dub",2011,"reggae",0,0,4,0,0.12396694214876,0,0,0,0,0
"universal","dub",2011,"reggae",0,0,17,0,0.179584120982987,0,0,0,0,0
"warner","dub",2011,"reggae",0,0,11,0,0.137777777777778,0,0,0,0,0
"emi","dub",2011,"reggae",0,0,8,0,0.152777777777778,0,0,0,0,0
"sony","dub",2012,"reggae",0,0,9,0,0.0816326530612245,0,1,0,0,0
"universal","dub",2012,"reggae",0,0,22,0,0.150510204081633,0,1,0,0,0
"warner","dub",2012,"reggae",0,0,0,0,0,0,1,0,0,0
"sony","dub",2013,"reggae",0,0,2,0,0,0,0,0,0,0
"universal","dub",2013,"reggae",0,0,11,0,0.1171875,0,0,0,0,0
"warner","dub",2013,"reggae",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","dub",2014,"reggae",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","dub",2014,"reggae",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","dub",2014,"reggae",0,0,3,0,0.25,0,0,0,0,0
"sony","hip-hop",2005,"electronic",0,0,1,0,1,0,0,0,0,4.25118795788467
"universal","hip-hop",2005,"electronic",1,0,17,0,0.0752,0,0,0,0,4.25118795788467
"warner","hip-hop",2005,"electronic",0,0,7,0,0.14,0,0,0,0,4.25118795788467
"emi","hip-hop",2005,"electronic",0,0,8,0,0.164444444444444,0,0,0,0,4.25118795788467
"sony","hip-hop",2006,"electronic",0,0,7,0,0.0844444444444444,13.51,1,0,1,3.86169034579075
"universal","hip-hop",2006,"electronic",0,1,31,13.51,0.0664036817882972,13.51,1,0,0,3.86169034579075
"warner","hip-hop",2006,"electronic",0,0,8,0,0.140495867768595,13.51,1,0,1,3.86169034579075
"emi","hip-hop",2006,"electronic",0,0,12,0,0.07,13.51,1,0,1,3.86169034579075
"sony","hip-hop",2007,"electronic",0,0,10,0,0.1015625,0,2,0,0,4.52621299031409
"universal","hip-hop",2007,"electronic",1,0,23,0,0.0991398822996831,0,2,0,0,4.52621299031409
"warner","hip-hop",2007,"electronic",0,0,12,0,0.12962962962963,0,2,0,0,4.52621299031409
"emi","hip-hop",2007,"electronic",1,0,14,0,0.0915576694411415,0,2,0,0,4.52621299031409
"sony","hip-hop",2008,"electronic",0,0,5,0,0.135802469135802,4.27,1,1,2,5.10155156495504
"universal","hip-hop",2008,"electronic",1,1,35,3.99,0.0687077251690993,4.27,1,0,2,5.10155156495504
"warner","hip-hop",2008,"electronic",0,0,10,0,0.163265306122449,4.27,1,1,2,5.10155156495504
"emi","hip-hop",2008,"electronic",2,1,8,0,0.125,4.27,1,0,1,5.10155156495504
"sony","hip-hop",2009,"electronic",0,0,9,0,0.0987654320987654,21.26,0,1,3,4.69276931860802
"universal","hip-hop",2009,"electronic",1,1,26,0,0.087962962962963,21.26,0,0,3,4.69276931860802
"warner","hip-hop",2009,"electronic",0,0,7,0,0.0918367346938776,21.26,0,1,3,4.69276931860802
"emi","hip-hop",2009,"electronic",0,2,13,0,0.1072,21.26,0,0,1,4.69276931860802
"sony","hip-hop",2010,"electronic",0,0,6,0,0.222222222222222,26.81,1,0,1,4.15561704820865
"universal","hip-hop",2010,"electronic",1,1,20,0,0.112426035502959,26.81,1,0,0,4.15561704820865
"warner","hip-hop",2010,"electronic",0,0,4,0,0.135802469135802,26.81,1,0,1,4.15561704820865
"emi","hip-hop",2010,"electronic",0,0,11,0,0.1640625,26.81,1,0,1,4.15561704820865
"sony","hip-hop",2011,"electronic",0,0,4,0,0.12396694214876,22.61,0,0,2,3.85501090595354
"universal","hip-hop",2011,"electronic",1,1,17,22.61,0.179584120982987,22.61,0,0,0,3.85501090595354
"warner","hip-hop",2011,"electronic",0,0,11,0,0.137777777777778,22.61,0,0,2,3.85501090595354
"emi","hip-hop",2011,"electronic",0,0,8,0,0.152777777777778,22.61,0,0,2,3.85501090595354
"sony","hip-hop",2012,"electronic",0,0,9,0,0.0816326530612245,0,0,0,2,2.12222160638729
"universal","hip-hop",2012,"electronic",1,1,22,0,0.150510204081633,0,0,0,0,2.12222160638729
"warner","hip-hop",2012,"electronic",0,0,0,0,0,0,0,0,2,2.12222160638729
"sony","hip-hop",2013,"electronic",0,0,2,0,0,0,2,0,2,2.12222160638729
"universal","hip-hop",2013,"electronic",0,1,11,0,0.1171875,0,2,0,0,2.12222160638729
"warner","hip-hop",2013,"electronic",0,0,5,0,0.140495867768595,0,2,0,2,2.12222160638729
"sony","hip-hop",2014,"electronic",0,0,3,0,0.333333333333333,0,0,0,0,2.12222160638729
"universal","hip-hop",2014,"electronic",0,0,6,0,0.111111111111111,0,0,0,0,2.12222160638729
"warner","hip-hop",2014,"electronic",0,0,3,0,0.25,0,0,0,0,2.12222160638729
"sony","progressive-trance",2005,"electronic",0,0,1,0,1,0,4,0,0,4.59191421947523
"universal","progressive-trance",2005,"electronic",0,0,17,0,0.0752,0,4,0,0,4.59191421947523
"warner","progressive-trance",2005,"electronic",1,0,7,0,0.14,0,4,0,0,4.59191421947523
"emi","progressive-trance",2005,"electronic",0,0,8,0,0.164444444444444,0,4,0,0,4.59191421947523
"sony","progressive-trance",2006,"electronic",0,0,7,0,0.0844444444444444,0.53,0,0,1,4.72691803543325
"universal","progressive-trance",2006,"electronic",0,0,31,0,0.0664036817882972,0.53,0,0,1,4.72691803543325
"warner","progressive-trance",2006,"electronic",0,1,8,0.53,0.140495867768595,0.53,0,0,0,4.72691803543325
"emi","progressive-trance",2006,"electronic",0,0,12,0,0.07,0.53,0,0,1,4.72691803543325
"sony","progressive-trance",2007,"electronic",0,0,10,0,0.1015625,20.81,2,0,0,4.22792968860878
"universal","progressive-trance",2007,"electronic",0,0,23,0,0.0991398822996831,20.81,2,0,0,4.22792968860878
"warner","progressive-trance",2007,"electronic",0,0,12,0,0.12962962962963,20.81,2,0,0,4.22792968860878
"emi","progressive-trance",2007,"electronic",0,0,14,0,0.0915576694411415,20.81,2,0,0,4.22792968860878
"sony","progressive-trance",2008,"electronic",0,0,5,0,0.135802469135802,9.75,2,0,0,4.77873831729583
"universal","progressive-trance",2008,"electronic",0,0,35,0,0.0687077251690993,9.75,2,0,0,4.77873831729583
"warner","progressive-trance",2008,"electronic",0,0,10,0,0.163265306122449,9.75,2,0,0,4.77873831729583
"emi","progressive-trance",2008,"electronic",0,0,8,0,0.125,9.75,2,0,0,4.77873831729583
"sony","progressive-trance",2009,"electronic",0,0,9,0,0.0987654320987654,0,1,0,0,3.99767400925918
"universal","progressive-trance",2009,"electronic",0,0,26,0,0.087962962962963,0,1,0,0,3.99767400925918
"warner","progressive-trance",2009,"electronic",0,0,7,0,0.0918367346938776,0,1,0,0,3.99767400925918
"emi","progressive-trance",2009,"electronic",0,0,13,0,0.1072,0,1,0,0,3.99767400925918
"sony","progressive-trance",2010,"electronic",0,0,6,0,0.222222222222222,0,3,0,0,4.8794737303741
"universal","progressive-trance",2010,"electronic",0,0,20,0,0.112426035502959,0,3,0,0,4.8794737303741
"warner","progressive-trance",2010,"electronic",0,0,4,0,0.135802469135802,0,3,0,0,4.8794737303741
"emi","progressive-trance",2010,"electronic",0,0,11,0,0.1640625,0,3,0,0,4.8794737303741
"sony","progressive-trance",2011,"electronic",0,0,4,0,0.12396694214876,0,1,0,0,7.45426560225115
"universal","progressive-trance",2011,"electronic",0,0,17,0,0.179584120982987,0,1,0,0,7.45426560225115
"warner","progressive-trance",2011,"electronic",0,0,11,0,0.137777777777778,0,1,0,0,7.45426560225115
"emi","progressive-trance",2011,"electronic",0,0,8,0,0.152777777777778,0,1,0,0,7.45426560225115
"sony","progressive-trance",2012,"electronic",0,0,9,0,0.0816326530612245,0,1,0,0,4.87104945512988
"universal","progressive-trance",2012,"electronic",0,0,22,0,0.150510204081633,0,1,0,0,4.87104945512988
"warner","progressive-trance",2012,"electronic",0,0,0,0,0,0,1,0,0,4.87104945512988
"sony","progressive-trance",2013,"electronic",0,0,2,0,0,0,0,0,0,0
"universal","progressive-trance",2013,"electronic",0,0,11,0,0.1171875,0,0,0,0,0
"warner","progressive-trance",2013,"electronic",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","progressive-trance",2014,"electronic",0,0,3,0,0.333333333333333,0.05,0,0,0,4.8717332910229
"universal","progressive-trance",2014,"electronic",0,0,6,0,0.111111111111111,0.05,0,0,0,4.8717332910229
"warner","progressive-trance",2014,"electronic",0,0,3,0,0.25,0.05,0,0,0,4.8717332910229
"sony","acid-house",2005,"electronic",0,0,1,0,1,0,0,0,0,NA
"universal","acid-house",2005,"electronic",0,0,17,0,0.0752,0,0,0,0,NA
"warner","acid-house",2005,"electronic",0,0,7,0,0.14,0,0,0,0,NA
"emi","acid-house",2005,"electronic",1,0,8,0,0.164444444444444,0,0,0,0,NA
"sony","acid-house",2006,"electronic",1,0,7,0,0.0844444444444444,0,1,0,1,4.07258906711959
"universal","acid-house",2006,"electronic",0,0,31,0,0.0664036817882972,0,1,0,1,4.07258906711959
"warner","acid-house",2006,"electronic",0,0,8,0,0.140495867768595,0,1,0,1,4.07258906711959
"emi","acid-house",2006,"electronic",0,1,12,0,0.07,0,1,0,0,4.07258906711959
"sony","acid-house",2007,"electronic",1,1,10,0,0.1015625,0,0,0,0,0
"universal","acid-house",2007,"electronic",0,0,23,0,0.0991398822996831,0,0,0,1,0
"warner","acid-house",2007,"electronic",0,0,12,0,0.12962962962963,0,0,0,1,0
"emi","acid-house",2007,"electronic",0,0,14,0,0.0915576694411415,0,0,0,1,0
"sony","acid-house",2008,"electronic",0,1,5,0,0.135802469135802,0,0,0,0,0
"universal","acid-house",2008,"electronic",0,0,35,0,0.0687077251690993,0,0,0,1,0
"warner","acid-house",2008,"electronic",0,0,10,0,0.163265306122449,0,0,0,1,0
"emi","acid-house",2008,"electronic",0,0,8,0,0.125,0,0,0,1,0
"sony","acid-house",2009,"electronic",0,0,9,0,0.0987654320987654,0,0,0,0,0
"universal","acid-house",2009,"electronic",0,0,26,0,0.087962962962963,0,0,0,0,0
"warner","acid-house",2009,"electronic",0,0,7,0,0.0918367346938776,0,0,0,0,0
"emi","acid-house",2009,"electronic",0,0,13,0,0.1072,0,0,0,0,0
"sony","acid-house",2010,"electronic",0,0,6,0,0.222222222222222,0,2,0,0,0
"universal","acid-house",2010,"electronic",0,0,20,0,0.112426035502959,0,2,0,0,0
"warner","acid-house",2010,"electronic",0,0,4,0,0.135802469135802,0,2,0,0,0
"emi","acid-house",2010,"electronic",0,0,11,0,0.1640625,0,2,0,0,0
"sony","acid-house",2011,"electronic",0,0,4,0,0.12396694214876,0,2,0,0,0
"universal","acid-house",2011,"electronic",0,0,17,0,0.179584120982987,0,2,0,0,0
"warner","acid-house",2011,"electronic",0,0,11,0,0.137777777777778,0,2,0,0,0
"emi","acid-house",2011,"electronic",0,0,8,0,0.152777777777778,0,2,0,0,0
"sony","acid-house",2012,"electronic",0,0,9,0,0.0816326530612245,0,0,0,0,0
"universal","acid-house",2012,"electronic",0,0,22,0,0.150510204081633,0,0,0,0,0
"warner","acid-house",2012,"electronic",0,0,0,0,0,0,0,0,0,0
"sony","acid-house",2013,"electronic",0,0,2,0,0,0,0,0,0,0
"universal","acid-house",2013,"electronic",0,0,11,0,0.1171875,0,0,0,0,0
"warner","acid-house",2013,"electronic",0,0,5,0,0.140495867768595,0,0,0,0,0
"sony","acid-house",2014,"electronic",0,0,3,0,0.333333333333333,0,0,0,0,0
"universal","acid-house",2014,"electronic",0,0,6,0,0.111111111111111,0,0,0,0,0
"warner","acid-house",2014,"electronic",0,0,3,0,0.25,0,0,0,0,0
"sony","new-wave",2005,"rock",0,0,1,0,1,0,0,0,1,3.78283181756109
